instant,dteday,season,mnth,holiday,weekday,workingday,weathersit,windspeed,casual,registered,cnt,temp °C,atemp °C,hum %,year
153,2011-06-02,spring,6,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",19.583229000000003,736,4232,4968,25.604999999999997,26.500172,30.5,2011
154,2011-06-03,spring,6,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",16.959107,898,4414,5312,21.14,22.750778000000004,35.4167,2011
155,2011-06-04,spring,6,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.250514,1869,3473,5342,21.845,23.249935999999998,45.625,2011
156,2011-06-05,spring,6,0,Sunday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",9.292364000000001,1685,3221,4906,22.471651,24.709063999999998,65.25,2011
157,2011-06-06,spring,6,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.167032,673,3875,4548,23.881650999999998,25.042628,60.0,2011
158,2011-06-07,spring,6,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.583136,763,4070,4833,25.252499999999998,27.292700000000004,59.791700000000006,2011
159,2011-06-08,spring,6,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.166739,676,3725,4401,28.464151,32.000414,62.20830000000001,2011
160,2011-06-09,spring,6,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",10.042161,563,3352,3915,29.991650999999997,34.000214,56.833299999999994,2011
161,2011-06-10,spring,6,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.417118,815,3771,4586,27.485,30.417272000000004,60.5,2011
162,2011-06-11,spring,6,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.374949999999998,1729,3237,4966,26.074999999999996,28.750508000000004,65.45830000000001,2011
163,2011-06-12,spring,6,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.958988999999999,1467,2993,4460,24.5475,26.459450000000004,74.7917,2011
164,2011-06-13,spring,6,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",20.45845,863,4157,5020,21.845,23.709164,49.4583,2011
165,2011-06-14,spring,6,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",18.041961,727,4164,4891,20.395849000000002,23.042036000000003,50.708299999999994,2011
166,2011-06-15,spring,6,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.250104,769,4411,5180,21.453349,22.791764,47.1667,2011
167,2011-06-16,spring,6,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.833556999999999,545,3222,3767,21.531651,23.292836,68.8333,2011
168,2011-06-17,spring,6,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.582942999999998,863,3981,4844,22.510849000000004,23.625278,73.5833,2011
169,2011-06-18,spring,6,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.000336,1807,3312,5119,24.743349000000002,26.500964000000003,67.0417,2011
170,2011-06-19,spring,6,0,Sunday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.834,1639,3105,4744,24.860849,26.625836,66.6667,2011
171,2011-06-20,spring,6,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",10.416825,699,3311,4010,21.845,23.292836,74.625,2011
172,2011-06-21,summer,6,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",11.458675000000001,774,4061,4835,23.999151,26.084636000000003,77.0417,2011
173,2011-06-22,summer,6,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.541554,661,3846,4507,26.466651,29.792714000000004,70.75,2011
174,2011-06-23,summer,6,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",15.999868,746,4044,4790,26.231651,29.792978000000005,70.3333,2011
175,2011-06-24,summer,6,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",14.875675,969,4022,4991,26.035849,27.334478000000004,57.3333,2011
176,2011-06-25,summer,6,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",14.041257,1782,3420,5202,24.665,26.458658,48.3333,2011
177,2011-06-26,summer,6,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.3337311,1920,3385,5305,23.96,26.083514,51.3333,2011
178,2011-06-27,summer,6,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.2083960000000005,854,3854,4708,24.0775,26.042264000000003,65.8333,2011
179,2011-06-28,summer,6,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.666960999999999,732,3916,4648,26.975849000000004,29.708827999999997,63.416700000000006,2011
180,2011-06-29,summer,6,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",17.542007,848,4377,5225,26.231651,27.209408000000003,49.7917,2011
181,2011-06-30,summer,6,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.415904000000001,1027,4488,5515,24.743349000000002,26.042528000000004,43.416700000000006,2011
182,2011-07-01,summer,7,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.874736,1246,4116,5362,25.957500000000003,27.042692000000002,39.625,2011
183,2011-07-02,summer,7,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.709154,2204,2915,5119,26.701651,28.042327999999998,44.4583,2011
184,2011-07-03,summer,7,0,Sunday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",15.333486,2282,2367,4649,25.683349,28.125950000000003,68.25,2011
185,2011-07-04,summer,7,1,Monday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",5.4591064000000005,3065,2978,6043,26.153349,27.917522000000005,63.7917,2011
186,2011-07-05,summer,7,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.459286,1031,3634,4665,27.093348999999996,29.958308000000002,59.0417,2011
187,2011-07-06,summer,7,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.042161,784,3845,4629,25.839999999999996,29.251778,74.33330000000001,2011
188,2011-07-07,summer,7,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.666400000000001,754,3838,4592,27.25,29.333486,65.125,2011
189,2011-07-08,summer,7,0,Friday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",15.083643,692,3348,4040,25.330849,28.251878000000005,75.79169999999999,2011
190,2011-07-09,summer,7,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.250104,1988,3348,5336,26.466651,27.834428000000003,60.9167,2011
191,2011-07-10,summer,7,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.292557,1743,3138,4881,27.1325,29.541649999999997,57.8333,2011
192,2011-07-11,summer,7,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",18.916579,723,3363,4086,27.8375,32.167064,63.5833,2011
193,2011-07-12,summer,7,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.417017999999999,662,3596,4258,29.325848999999998,32.79215,55.9167,2011
194,2011-07-13,summer,7,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.790911000000001,748,3594,4342,27.093348999999996,29.500664,63.1667,2011
195,2011-07-14,summer,7,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",16.124689,888,4196,5084,23.999151,25.916863999999997,47.625,2011
196,2011-07-15,summer,7,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.249811,1318,4220,5538,23.176650999999996,25.208486,59.12500000000001,2011
197,2011-07-16,summer,7,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.958914,2418,3505,5923,24.273349000000003,26.125358,58.5,2011
198,2011-07-17,summer,7,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",16.417211,2006,3296,5302,25.800849,28.208978000000002,60.4167,2011
199,2011-07-18,summer,7,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",14.458867999999999,841,3617,4458,27.093348999999996,30.459050000000005,65.125,2011
200,2011-07-19,summer,7,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.7502,752,3789,4541,28.503349,33.333614,65.0417,2011
201,2011-07-20,summer,7,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.625739,644,3688,4332,28.111651000000002,33.2921,70.70830000000001,2011
202,2011-07-21,summer,7,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.875407,632,3152,3784,30.305,38.540486,69.125,2011
203,2011-07-22,summer,7,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.9177,562,2825,3387,31.871651,39.499136,58.0417,2011
204,2011-07-23,summer,7,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.791807,987,2298,3285,31.910849,37.082941999999996,50.0,2011
205,2011-07-24,summer,7,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.334456999999999,1050,2556,3606,31.009999999999998,36.458714,55.0833,2011
206,2011-07-25,summer,7,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.0841560999999995,568,3272,3840,26.936650999999998,31.583228,75.7083,2011
207,2011-07-26,summer,7,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.417285999999999,750,3840,4590,28.268349,30.000614,54.0833,2011
208,2011-07-27,summer,7,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.292020999999998,755,3901,4656,28.425000000000004,29.584022000000004,40.291700000000006,2011
209,2011-07-28,summer,7,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.958093,606,3784,4390,28.620849,32.8334,58.3333,2011
210,2011-07-29,summer,7,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.667245999999999,670,3176,3846,31.401651,35.873822,54.25,2011
211,2011-07-30,summer,7,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.291979,1559,2916,4475,29.795848999999997,32.083442,46.5833,2011
212,2011-07-31,summer,7,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.042470999999999,1524,2778,4302,29.874150999999998,32.166536,48.0833,2011
213,2011-08-01,summer,8,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.500039,729,3537,4266,28.268349,30.417272000000004,55.0833,2011
214,2011-08-02,summer,8,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.79195,801,4044,4845,28.816651,30.666686,49.125,2011
215,2011-08-03,summer,8,0,Wednesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",9.084061,467,3107,3574,26.388348999999998,28.875842,65.75,2011
216,2011-08-04,summer,8,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.20905,799,3777,4576,25.369999999999997,27.876008000000006,75.75,2011
217,2011-08-05,summer,8,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.374632,1023,3843,4866,25.409151,27.333422,63.083299999999994,2011
218,2011-08-06,summer,8,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",15.29275,1521,2773,4294,25.683349,28.626164000000003,75.5,2011
219,2011-08-07,summer,8,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.499629,1298,2487,3785,26.8975,31.209272000000006,75.29169999999999,2011
220,2011-08-08,summer,8,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.875725000000001,846,3480,4326,27.955,30.416677999999997,59.2083,2011
221,2011-08-09,summer,8,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.125107,907,3695,4602,28.425000000000004,31.791986,57.04169999999999,2011
222,2011-08-10,summer,8,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.417285999999999,884,3896,4780,28.033349,29.208878,42.4167,2011
223,2011-08-11,summer,8,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.041332,812,3980,4792,25.722500000000004,27.000386,42.375,2011
224,2011-08-12,summer,8,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.416607,1051,3854,4905,25.291651,27.166772,41.5,2011
225,2011-08-13,summer,8,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.167418,1504,2646,4150,24.234151000000004,26.626628000000004,72.9583,2011
226,2011-08-14,summer,8,0,Sunday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.916411,1338,2482,3820,23.803349,25.209608000000003,81.75,2011
227,2011-08-15,summer,8,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.999918,775,3563,4338,23.294151,24.667022000000003,71.20830000000001,2011
228,2011-08-16,summer,8,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.834043000000001,721,4004,4725,24.939151000000003,26.625242,57.8333,2011
229,2011-08-17,summer,8,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.625689,668,4026,4694,25.996651,28.000286000000003,57.5417,2011
230,2011-08-18,summer,8,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.624936,639,3166,3805,25.448349,27.709028000000004,65.45830000000001,2011
231,2011-08-19,summer,8,0,Friday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",9.333635999999998,797,3356,4153,24.195,25.792586,72.2917,2011
232,2011-08-20,summer,8,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.999289,1914,3277,5191,24.7825,26.833736000000002,67.41669999999999,2011
233,2011-08-21,summer,8,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",16.666518,1249,2624,3873,25.409151,28.584650000000003,77.0,2011
234,2011-08-22,summer,8,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",18.54225,833,3925,4758,24.508349000000003,26.124764,47.0,2011
235,2011-08-23,summer,8,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.833121,1281,4614,5895,22.119151,24.000422,45.5417,2011
236,2011-08-24,summer,8,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",16.958236,949,4181,5130,23.646651,25.625672,60.5,2011
237,2011-08-25,summer,8,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.125810999999999,435,3107,3542,24.155848999999996,26.626364000000002,77.1667,2011
238,2011-08-26,summer,8,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.625487499999999,768,3893,4661,24.9,27.542378,76.125,2011
239,2011-08-27,summer,8,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",25.166338999999997,226,889,1115,23.96,25.946696000000003,85.0,2011
240,2011-08-28,summer,8,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",20.412153,1415,2919,4334,25.231772999999997,26.765293999999997,56.1765,2011
241,2011-08-29,summer,8,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.708275,729,3905,4634,21.923348999999998,24.125228,55.45830000000001,2011
242,2011-08-30,summer,8,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.375536,775,4429,5204,22.040849,23.250464,54.833299999999994,2011
243,2011-08-31,summer,8,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.5833311,688,4370,5058,22.863349,24.333986000000003,59.791700000000006,2011
244,2011-09-01,summer,9,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.500332,783,4332,5115,22.785,24.584786,63.916700000000006,2011
245,2011-09-02,summer,9,0,Friday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",9.375243,875,3852,4727,22.236651000000002,23.917327999999998,72.70830000000001,2011
246,2011-09-03,summer,9,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.416775,1935,2549,4484,23.450848999999998,25.792058000000004,71.6667,2011
247,2011-09-04,summer,9,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.833289,2521,2419,4940,25.330849,27.918314000000002,74.20830000000001,2011
248,2011-09-05,summer,9,1,Monday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.250632,1236,2115,3351,23.646651,25.292636,79.0417,2011
249,2011-09-06,summer,9,0,Tuesday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",23.044181,204,2506,2710,17.380000000000003,18.0032,88.6957,2011
250,2011-09-07,summer,9,0,Wednesday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",6.500393600000001,118,1878,1996,20.160849,19.919114,91.7083,2011
251,2011-09-08,summer,9,0,Thursday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",12.914116,153,1689,1842,21.793910999999998,20.653826000000002,93.9565,2011
252,2011-09-09,summer,9,0,Friday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.333393000000001,417,3127,3544,22.55,22.210435999999994,89.79169999999999,2011
253,2011-09-10,summer,9,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.291736,1750,3595,5345,23.020000000000003,24.125492,75.375,2011
254,2011-09-11,summer,9,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.708618,1633,3413,5046,22.706651,24.209114,71.375,2011
255,2011-09-12,summer,9,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.957171000000001,690,4023,4713,22.284356000000002,23.74058,69.2174,2011
256,2011-09-13,summer,9,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.500868,701,4062,4763,22.589151,23.834564,71.25,2011
257,2011-09-14,summer,9,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.2091,647,4138,4785,23.646651,25.3754,69.7083,2011
258,2011-09-15,summer,9,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",18.166782,428,3231,3659,19.142500000000002,20.542286000000004,70.9167,2011
259,2011-09-16,summer,9,0,Friday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",11.000261,742,4018,4760,14.050849,14.457350000000002,59.0417,2011
260,2011-09-17,summer,9,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",12.708225,1434,3077,4511,15.108349,15.581792,71.8333,2011
261,2011-09-18,summer,9,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.958361,1353,2921,4274,15.8525,16.375442,69.5,2011
262,2011-09-19,summer,9,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",10.166713999999999,691,3848,4539,17.810848999999997,18.958550000000002,69.0,2011
263,2011-09-20,summer,9,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",9.041917999999999,438,3203,3641,18.398349,19.126322000000002,88.125,2011
264,2011-09-21,summer,9,0,Wednesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.4590814,539,3813,4352,19.965,20.335178000000006,90.0,2011
265,2011-09-22,summer,9,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.584375,555,4240,4795,21.531651,20.627558,90.2083,2011
266,2011-09-23,fall,9,0,Friday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",5.2505689,258,2137,2395,20.630849,18.460249999999995,97.25,2011
267,2011-09-24,fall,9,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",5.2516811,1776,3647,5423,20.513348999999998,21.251192000000003,86.25,2011
268,2011-09-25,fall,9,0,Sunday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",3.3754064,1544,3466,5010,21.805849000000002,21.794041999999997,84.5,2011
269,2011-09-26,fall,9,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.4169,684,3946,4630,22.510849000000004,22.876771999999995,84.8333,2011
270,2011-09-27,fall,9,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.917457,477,3643,4120,21.923348999999998,21.91865,88.5417,2011
271,2011-09-28,fall,9,0,Wednesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",9.958143000000002,480,3427,3907,21.845,21.960427999999993,84.875,2011
272,2011-09-29,fall,9,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.583161,653,4186,4839,20.983348999999997,21.917792,69.91669999999999,2011
273,2011-09-30,fall,9,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.833825,830,4372,5202,18.515849,19.958714,64.75,2011
274,2011-10-01,fall,10,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",19.583832,480,1949,2429,11.27,11.248957999999998,75.375,2011
275,2011-10-02,fall,10,0,Sunday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.874870999999999,616,2302,2918,8.763349000000002,6.790921999999998,79.1667,2011
276,2011-10-03,fall,10,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",5.5841686,330,3240,3570,10.055848999999998,9.875036000000001,76.0833,2011
277,2011-10-04,fall,10,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.792218,486,3970,4456,14.755849000000001,15.208628000000001,71.0,2011
278,2011-10-05,fall,10,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.87575,559,4267,4826,17.301650999999996,18.791108,64.79169999999999,2011
279,2011-10-06,fall,10,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.041917999999999,639,4126,4765,15.225849,15.70805,62.083299999999994,2011
280,2011-10-07,fall,10,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",1.5002439,949,4036,4985,16.009151,17.290664,68.41669999999999,2011
281,2011-10-08,fall,10,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",3.0420814,2235,3174,5409,16.518349,17.873971999999995,70.125,2011
282,2011-10-09,fall,10,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.251150000000001,2397,3114,5511,17.419151,18.582878,72.75,2011
283,2011-10-10,fall,10,1,Monday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",2.8343814,1514,3603,5117,18.829151000000003,19.83305,73.375,2011
284,2011-10-11,fall,10,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",9.583814,667,3896,4563,18.633349000000003,20.042336,80.875,2011
285,2011-10-12,fall,10,0,Wednesday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",16.62605,217,2199,2416,17.536651,18.169322,90.625,2011
286,2011-10-13,fall,10,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",9.499729,290,2623,2913,19.690849,20.419064,89.6667,2011
287,2011-10-14,fall,10,0,Friday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",15.000161,529,3115,3644,17.889151000000002,18.958550000000002,71.625,2011
288,2011-10-15,fall,10,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",17.291561,1899,3318,5217,15.813348999999999,16.91585,48.3333,2011
289,2011-10-16,fall,10,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",18.875039,1748,3293,5041,16.048348999999998,17.208163999999996,48.6667,2011
290,2011-10-17,fall,10,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.750393,713,3857,4570,17.105849,17.70785,57.958299999999994,2011
291,2011-10-18,fall,10,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.375829,637,4111,4748,17.0275,18.499586,70.1667,2011
292,2011-10-19,fall,10,0,Wednesday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",16.303713,254,2170,2424,17.461733,17.913967999999997,89.52170000000001,2011
293,2011-10-20,fall,10,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",28.292425,471,3724,4195,14.364151,14.790650000000003,63.625,2011
294,2011-10-21,fall,10,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",14.833532,676,3628,4304,12.092500000000001,11.957335999999998,57.4167,2011
295,2011-10-22,fall,10,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.2086689,1499,2809,4308,11.857499999999998,12.082472,62.916700000000006,2011
296,2011-10-23,fall,10,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.6673375,1619,2762,4381,11.818349000000001,11.873978000000001,74.125,2011
297,2011-10-24,fall,10,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.959064,699,3488,4187,13.776651000000001,14.166422,77.2083,2011
298,2011-10-25,fall,10,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.166086,695,3992,4687,14.168349,14.582749999999997,62.291700000000006,2011
299,2011-10-26,fall,10,0,Wednesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",9.959014,404,3490,3894,14.755849000000001,15.207836,72.04169999999999,2011
300,2011-10-27,fall,10,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.250121,240,2419,2659,14.09,14.165036,81.2917,2011
301,2011-10-28,fall,10,0,Friday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",15.375093,456,3291,3747,7.549151,5.041591999999998,58.58330000000001,2011
302,2011-10-29,fall,10,0,Saturday,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",23.541857,57,570,627,3.945848999999999,-0.9577419999999996,88.25,2011
303,2011-10-30,fall,10,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.833339,885,2446,3331,7.000848999999999,5.207713999999999,62.375,2011
304,2011-10-31,fall,10,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.12545,362,3307,3669,7.98,7.5001580000000025,70.3333,2011
305,2011-11-01,fall,11,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.083257,410,3658,4068,10.839151000000001,10.207808,68.375,2011
306,2011-11-02,fall,11,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.5001439,370,3816,4186,9.7425,9.748778000000001,71.875,2011
307,2011-11-03,fall,11,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.166739,318,3656,3974,11.191651,10.790785999999997,70.20830000000001,2011
308,2011-11-04,fall,11,0,Friday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",18.209193,470,3576,4046,10.956651,10.623871999999999,62.25000000000001,2011
309,2011-11-05,fall,11,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.667154,1156,2770,3926,7.353349,5.374364,51.916700000000006,2011
